RespondentId,Gender,Political_standpoint,Vote_for_party
25864636,M,Midden,D66
25836290,M,Midden,Ik zou niet gaan stemmen
25833314,M,(Gematigd) links,Weet ik (nog) niet
25835925,M,(Gematigd) rechts,Weet ik (nog) niet
25836761,F,(Gematigd) links,PvdA
25829591,M,(Gematigd) links,PvdA
25859983,F,Midden,Weet ik (nog) niet
25846732,F,(Gematigd) links,GroenLinks
25857936,M,Midden,VVD
25861209,M,(Gematigd) links,Partij voor de Dieren
25868721,M,(Gematigd) rechts,VVD
25866160,M,(Gematigd) links,Weet ik (nog) niet
25856469,F,(Gematigd) links,GroenLinks
25850786,F,(Gematigd) rechts,Forum voor Democratie
25866690,M,(Gematigd) rechts,VVD
25849128,M,(Gematigd) links,Weet ik (nog) niet
25833536,M,(Gematigd) rechts,Weet ik (nog) niet
25864388,M,Midden,Weet ik (nog) niet
25835864,M,(Gematigd) links,SP
25851933,M,(Gematigd) rechts,Weet ik (nog) niet
25844557,F,Midden,Forum voor Democratie
25838420,M,(Gematigd) links,GroenLinks
25846761,M,Midden,Weet ik (nog) niet
25852361,M,(Gematigd) links,Partij voor de Dieren
25849439,M,(Gematigd) rechts,VVD
25860627,F,Midden,PvdA
25857865,M,(Gematigd) links,PvdA
25828758,F,(Gematigd) links,SP
25852147,F,Midden,D66
25866310,M,Midden,D66
25837741,M,Midden,Weet ik (nog) niet
25858173,M,(Gematigd) links,PvdA
25863417,M,Midden,Wil ik niet zeggen
25851721,M,Midden,50 Plus
25833369,M,(Gematigd) rechts,Weet ik (nog) niet
25843288,M,(Gematigd) links,Partij voor de Dieren
25849460,M,(Gematigd) links,Weet ik (nog) niet
25850910,M,(Gematigd) rechts,Forum voor Democratie
25857150,F,Midden,Weet ik (nog) niet
25855941,M,(Gematigd) rechts,ChristenUnie
25862398,M,(Gematigd) rechts,VVD
25868282,M,Midden,ChristenUnie
25860884,M,Midden,50 Plus
25858961,M,Midden,Weet ik (nog) niet
25843148,M,(Gematigd) rechts,Weet ik (nog) niet
25850765,M,Midden,SP
25847460,M,Midden,PvdA
25828920,M,Midden,Weet ik (nog) niet
25845540,M,(Gematigd) rechts,Forum voor Democratie
25864416,M,(Gematigd) links,PvdA
25845104,M,Midden,CDA
25861210,M,(Gematigd) rechts,VVD
25842779,M,Midden,CDA
25840615,M,(Gematigd) links,PvdA
25866738,F,(Gematigd) rechts,Forum voor Democratie
25840474,M,(Gematigd) rechts,CDA
25832330,M,(Gematigd) rechts,CDA
25845783,M,(Gematigd) links,GroenLinks
25833475,M,(Gematigd) rechts,VVD
25849629,M,(Gematigd) rechts,CDA
25834601,M,Midden,ChristenUnie
25854168,M,(Gematigd) links,SP
25835609,M,Midden,50 Plus
25852298,M,Midden,Weet ik (nog) niet
25848062,M,(Gematigd) rechts,VVD
25845479,M,(Gematigd) rechts,VVD
25866575,M,Midden,CDA
25850160,M,Midden,Partij voor de Dieren
25844737,F,(Gematigd) links,Weet ik (nog) niet
25852308,M,(Gematigd) rechts,VVD
25865536,M,(Gematigd) links,D66
25858285,M,Midden,D66
25843442,M,Midden,50 Plus
25828791,M,Midden,PvdA
25851381,M,Midden,D66
25860198,M,Midden,D66
25832224,M,(Gematigd) rechts,Wil ik niet zeggen
25860218,M,(Gematigd) rechts,Partij voor de Dieren
25837321,F,Midden,Weet ik (nog) niet
25852442,M,(Gematigd) links,CDA
25868416,M,(Gematigd) links,Weet ik (nog) niet
25838502,M,(Gematigd) rechts,VVD
25836562,M,Midden,Forum voor Democratie
25859670,F,Midden,CDA
25861205,M,Extreemlinks,Blanco / ongeldig
25842190,M,(Gematigd) rechts,VVD
25844105,M,Midden,50 Plus
25862179,M,Midden,PvdA
25831246,M,(Gematigd) rechts,VVD
25842443,M,Midden,Weet ik (nog) niet
25858653,M,Midden,Weet ik (nog) niet
25855376,M,(Gematigd) links,PvdA
25838181,M,Midden,Weet ik (nog) niet
25849070,M,(Gematigd) links,50 Plus
25833420,M,(Gematigd) rechts,VVD
25848756,F,(Gematigd) links,Wil ik niet zeggen
25836913,M,Midden,CDA
25843119,M,(Gematigd) links,GroenLinks
25854475,F,(Gematigd) rechts,VVD
25846250,M,(Gematigd) rechts,CDA
25856638,M,Midden,Wil ik niet zeggen
25844011,M,(Gematigd) links,PvdA
25832243,F,Midden,Blanco / ongeldig
25832509,F,Midden,Wil ik niet zeggen
25850301,M,(Gematigd) rechts,Forum voor Democratie
25834362,F,Midden,Weet ik (nog) niet
25828488,F,Midden,Weet ik (nog) niet
25849025,M,(Gematigd) links,PvdA
25860654,M,(Gematigd) links,Weet ik (nog) niet
25847121,M,(Gematigd) rechts,VVD
25830305,F,Midden,Partij voor de Dieren
25832439,F,(Gematigd) links,D66
25832545,F,(Gematigd) links,PvdA
25835616,M,(Gematigd) links,Weet ik (nog) niet
25837409,M,(Gematigd) rechts,CDA
25830198,M,Midden,GroenLinks
25858905,M,(Gematigd) links,D66
25830043,F,Extreemlinks,SP
25834177,M,(Gematigd) links,Weet ik (nog) niet
25867785,M,(Gematigd) rechts,Weet ik (nog) niet
25868316,M,Midden,Weet ik (nog) niet
25853733,M,(Gematigd) links,GroenLinks
25834078,M,(Gematigd) links,PvdA
25838927,F,Midden,Weet ik (nog) niet
25868688,M,(Gematigd) rechts,VVD
25867770,F,Midden,Forum voor Democratie
25868097,M,Midden,CDA
25844325,M,(Gematigd) links,SP
25838057,M,(Gematigd) links,50 Plus
25858959,M,(Gematigd) links,SP
25853676,M,Midden,Weet ik (nog) niet
25846414,M,Midden,50 Plus
25862882,M,(Gematigd) rechts,Forum voor Democratie
25853407,M,(Gematigd) links,PvdA
25859892,M,Midden,Weet ik (nog) niet
25834669,M,(Gematigd) links,PvdA
25853053,F,Midden,50 Plus
25839485,M,(Gematigd) links,PvdA
25865107,M,(Gematigd) links,D66
25863716,F,Midden,Weet ik (nog) niet
25843630,M,Extreemlinks,GroenLinks
25866547,M,(Gematigd) links,Wil ik niet zeggen
25860170,F,(Gematigd) links,GroenLinks
25857529,F,Midden,SP
25831442,F,(Gematigd) links,D66
25856952,M,Midden,Partij voor de Dieren
25854341,M,(Gematigd) links,PvdA
25828866,M,(Gematigd) links,PvdA
25859004,M,(Gematigd) links,Ik zou niet gaan stemmen
25851216,M,(Gematigd) links,PvdA
25861406,M,(Gematigd) rechts,CDA
25852314,M,(Gematigd) links,GroenLinks
25863872,F,(Gematigd) links,Weet ik (nog) niet
25836396,F,(Gematigd) links,GroenLinks
25855180,F,Midden,Blanco / ongeldig
25861362,M,(Gematigd) rechts,Forum voor Democratie
25858416,M,(Gematigd) links,PvdA
25866691,M,Midden,ChristenUnie
25858446,F,(Gematigd) links,GroenLinks
25837130,M,(Gematigd) rechts,VVD
25836201,M,(Gematigd) links,PvdA
25838938,M,Midden,50 Plus
25859529,F,Midden,Weet ik (nog) niet
25830455,M,(Gematigd) links,GroenLinks
25868782,M,(Gematigd) rechts,VVD
25855182,M,(Gematigd) links,PvdA
25865820,F,Midden,Wil ik niet zeggen
25839093,F,(Gematigd) links,PvdA
25830912,F,Midden,VVD
25868358,M,(Gematigd) links,PvdA
25850651,M,(Gematigd) links,GroenLinks
25862490,M,Midden,Blanco / ongeldig
25854815,M,(Gematigd) rechts,Wil ik niet zeggen
25859786,F,(Gematigd) links,GroenLinks
25859728,M,(Gematigd) rechts,Forum voor Democratie
25846015,M,(Gematigd) links,SP
25831886,M,(Gematigd) links,SP
25863740,M,(Gematigd) links,GroenLinks
25855815,M,(Gematigd) rechts,CDA
25839504,M,(Gematigd) links,PvdA
25868271,M,(Gematigd) links,Weet ik (nog) niet
25867451,M,(Gematigd) rechts,Weet ik (nog) niet
25861970,M,Midden,50 Plus
25836522,F,Midden,Weet ik (nog) niet
25865102,M,(Gematigd) rechts,Weet ik (nog) niet
25842017,M,Midden,CDA
25868497,F,Midden,50 Plus
25866125,F,(Gematigd) links,Wil ik niet zeggen
25847494,M,Midden,Wil ik niet zeggen
25860380,F,(Gematigd) links,Weet ik (nog) niet
25863731,F,(Gematigd) links,Partij voor de Dieren
25868961,F,Midden,Weet ik (nog) niet
25857462,F,(Gematigd) links,GroenLinks
25840217,M,(Gematigd) rechts,VVD
25864971,M,(Gematigd) rechts,VVD
25855094,F,(Gematigd) rechts,VVD
25858863,M,(Gematigd) rechts,Forum voor Democratie
25868403,M,(Gematigd) rechts,Wil ik niet zeggen
25868818,F,Midden,D66
25851376,M,Midden,Weet ik (nog) niet
25837922,M,(Gematigd) links,Weet ik (nog) niet
25831113,M,(Gematigd) links,PvdA
25859598,M,(Gematigd) links,GroenLinks
25835592,M,(Gematigd) rechts,VVD
25848114,M,(Gematigd) links,SP
25857926,M,Midden,Weet ik (nog) niet
25868684,M,(Gematigd) links,50 Plus
25865157,M,Midden,Weet ik (nog) niet
25845509,M,(Gematigd) rechts,VVD
25841783,M,Midden,Wil ik niet zeggen
25859248,F,(Gematigd) links,PvdA
25829488,F,(Gematigd) links,ChristenUnie
25844470,M,(Gematigd) links,PvdA
25865849,F,(Gematigd) rechts,Weet ik (nog) niet
25862488,F,Midden,Weet ik (nog) niet
25831646,M,Midden,ChristenUnie
25831635,M,Midden,VVD
25845192,F,(Gematigd) rechts,CDA
25857352,F,(Gematigd) links,Weet ik (nog) niet
25850743,M,Midden,CDA
25861270,M,Midden,VVD
25854551,F,Midden,Weet ik (nog) niet
25844708,M,Midden,VVD
25852317,M,(Gematigd) links,GroenLinks
25857177,M,(Gematigd) links,SP
25845191,M,Midden,VVD
25864403,F,(Gematigd) rechts,VVD
25849213,M,(Gematigd) links,PvdA
25866275,M,(Gematigd) rechts,Forum voor Democratie
25853139,M,(Gematigd) links,SP
25843869,M,(Gematigd) links,Wil ik niet zeggen
25831255,M,(Gematigd) rechts,VVD
25850716,M,(Gematigd) rechts,Weet ik (nog) niet
25844681,F,(Gematigd) links,PvdA
25840997,F,(Gematigd) links,Ik zou niet gaan stemmen
25864286,F,Midden,50 Plus
25832309,F,(Gematigd) links,ChristenUnie
25834218,M,Midden,CDA
25859517,M,Midden,SP
25859776,M,(Gematigd) links,Forum voor Democratie
25860858,M,(Gematigd) links,Partij voor de Dieren
25831112,M,Midden,PVV
25868274,F,Midden,VVD
25834563,M,(Gematigd) rechts,Forum voor Democratie
25851383,M,Midden,D66
25849684,M,(Gematigd) rechts,Forum voor Democratie
25835049,F,(Gematigd) rechts,Wil ik niet zeggen
25860716,M,Midden,Wil ik niet zeggen
25830843,F,(Gematigd) links,PvdA
25863215,M,(Gematigd) rechts,Weet ik (nog) niet
25867609,M,(Gematigd) rechts,VVD
25868571,M,Midden,Ik zou niet gaan stemmen
25840415,M,(Gematigd) links,Weet ik (nog) niet
25834624,M,(Gematigd) rechts,50 Plus
25838933,M,(Gematigd) links,PvdA
25828950,M,(Gematigd) links,PvdA
25868837,M,(Gematigd) rechts,CDA
25856428,M,(Gematigd) links,D66
25855830,M,Midden,Wil ik niet zeggen
25838598,M,Midden,Weet ik (nog) niet
25857754,M,(Gematigd) rechts,ChristenUnie
25853543,F,Midden,Weet ik (nog) niet
25831858,M,(Gematigd) rechts,Weet ik (nog) niet
25861044,M,Midden,Wil ik niet zeggen
25862369,F,Midden,D66
25868699,M,Midden,CDA
25853112,M,Midden,CDA
25856105,M,Midden,50 Plus
25836022,M,(Gematigd) rechts,SGP
25828611,M,Midden,SP
25846189,M,(Gematigd) links,PvdA
25866779,M,(Gematigd) links,SP
25862987,F,(Gematigd) links,Weet ik (nog) niet
25833529,M,(Gematigd) rechts,CDA
25841536,M,(Gematigd) links,ChristenUnie
25830633,M,(Gematigd) rechts,Weet ik (nog) niet
25849645,F,(Gematigd) links,GroenLinks
25830729,M,(Gematigd) rechts,50 Plus
25833749,M,(Gematigd) links,Weet ik (nog) niet
25829304,M,Midden,CDA
25840180,M,(Gematigd) rechts,Forum voor Democratie
25831233,M,(Gematigd) links,D66
25838659,M,Midden,Weet ik (nog) niet
25833451,M,(Gematigd) links,GroenLinks
25860364,M,(Gematigd) links,PvdA
25847826,F,(Gematigd) links,PvdA
25854426,M,(Gematigd) links,PvdA
25859789,M,Midden,50 Plus
25857102,M,(Gematigd) rechts,50 Plus
25838087,F,(Gematigd) links,PvdA
25866964,F,(Gematigd) links,PvdA
25845279,M,(Gematigd) links,Weet ik (nog) niet
25830651,M,Midden,Partij voor de Dieren
25832805,M,(Gematigd) rechts,PVV
25845099,M,Midden,VVD
25840416,F,(Gematigd) rechts,VVD
25844876,M,Midden,Weet ik (nog) niet
25853037,M,(Gematigd) rechts,VVD
25829524,F,(Gematigd) links,Weet ik (nog) niet
25863007,M,Midden,50 Plus
25846011,M,Midden,CDA
25849375,M,Extreemlinks,GroenLinks
25845495,M,Midden,Ik zou niet gaan stemmen
25858402,M,(Gematigd) rechts,Wil ik niet zeggen
25840043,F,(Gematigd) rechts,50 Plus
25852757,M,(Gematigd) rechts,VVD
25856501,F,(Gematigd) links,Weet ik (nog) niet
25864889,M,(Gematigd) rechts,VVD
25848525,M,Midden,SP
25851440,F,(Gematigd) links,SP
25841800,M,Midden,Weet ik (nog) niet
25846597,M,Midden,Voor Nederland (VNL)
25863705,M,(Gematigd) rechts,Wil ik niet zeggen
25863225,M,(Gematigd) rechts,VVD
25852793,F,Midden,Weet ik (nog) niet
25845824,F,(Gematigd) links,SP
25850440,F,Midden,Partij voor de Dieren
25859365,M,(Gematigd) links,CDA
25835075,M,(Gematigd) links,GroenLinks
25859417,M,Midden,Weet ik (nog) niet
25859453,M,Extreemlinks,SP
25835909,M,Midden,Forum voor Democratie
25868061,M,(Gematigd) rechts,Forum voor Democratie
25829459,M,(Gematigd) rechts,ChristenUnie
25845820,F,Midden,VVD
25830770,M,Midden,ChristenUnie
25850100,M,(Gematigd) links,50 Plus
25857377,F,(Gematigd) rechts,Wil ik niet zeggen
25829981,M,(Gematigd) links,GroenLinks
25841184,M,(Gematigd) links,PvdA
25832821,M,(Gematigd) links,PvdA
25868561,M,Midden,Weet ik (nog) niet
25864550,F,(Gematigd) links,PvdA
25862692,F,(Gematigd) rechts,Forum voor Democratie
25853269,F,Midden,SP
25843658,M,(Gematigd) rechts,Weet ik (nog) niet
25865317,M,Midden,CDA
25843180,M,(Gematigd) links,SP
25863708,M,(Gematigd) links,Weet ik (nog) niet
25863968,M,(Gematigd) rechts,ChristenUnie
25866072,M,Midden,CDA
25856932,M,Midden,Weet ik (nog) niet
25833393,F,(Gematigd) links,GroenLinks
25866302,M,(Gematigd) links,PvdA
25831691,M,(Gematigd) rechts,Weet ik (nog) niet
25853312,M,(Gematigd) rechts,Weet ik (nog) niet
25858851,M,(Gematigd) rechts,Forum voor Democratie
25850744,M,(Gematigd) rechts,50 Plus
25831896,M,Midden,CDA
25846948,M,(Gematigd) rechts,Partij voor de Dieren
25844597,M,(Gematigd) links,"Andere partij, namelijk:"
25867335,F,(Gematigd) links,PvdA
25828559,M,Midden,CDA
25860642,M,(Gematigd) links,PvdA
25858590,M,(Gematigd) links,GroenLinks
25831193,F,(Gematigd) rechts,VVD
25834627,M,(Gematigd) rechts,CDA
25861480,F,(Gematigd) links,Weet ik (nog) niet
25843014,M,Midden,50 Plus
25837963,M,(Gematigd) rechts,VVD
25850949,M,Midden,Weet ik (nog) niet
25867799,M,(Gematigd) rechts,Forum voor Democratie
25853932,M,(Gematigd) links,PvdA
25833472,M,(Gematigd) rechts,VVD
25863581,M,(Gematigd) links,PvdA
25848056,M,(Gematigd) links,GroenLinks
25848748,M,(Gematigd) rechts,PVV
25853738,F,(Gematigd) rechts,Weet ik (nog) niet
25857835,M,Midden,VVD
25836326,M,Midden,Weet ik (nog) niet
25849032,M,(Gematigd) links,ChristenUnie
25863720,F,(Gematigd) links,GroenLinks
25832351,M,(Gematigd) links,GroenLinks
25850653,M,Midden,"Andere partij, namelijk:"
25855357,F,(Gematigd) rechts,CDA
25854199,M,Midden,D66
25831659,M,Midden,Forum voor Democratie
25837013,M,(Gematigd) links,Partij voor de Dieren
25868090,M,(Gematigd) links,Wil ik niet zeggen
25864832,M,(Gematigd) links,SP
25841692,F,Midden,D66
25839789,F,Extreemrechts,Forum voor Democratie
25862849,F,Midden,Wil ik niet zeggen
25866362,F,Midden,ChristenUnie
25845972,F,Midden,Ik zou niet gaan stemmen
25858567,M,(Gematigd) links,Weet ik (nog) niet
25868188,M,(Gematigd) links,GroenLinks
25837558,M,(Gematigd) links,GroenLinks
25853597,M,Midden,Wil ik niet zeggen
25844135,F,Midden,Wil ik niet zeggen
25852934,F,(Gematigd) links,GroenLinks
25853740,F,(Gematigd) links,GroenLinks
25854585,F,(Gematigd) links,GroenLinks
25852391,M,(Gematigd) links,ChristenUnie
25839021,M,(Gematigd) links,Weet ik (nog) niet
25831863,M,(Gematigd) links,D66
25841354,M,(Gematigd) links,GroenLinks
25846257,M,(Gematigd) links,50 Plus
25868192,M,(Gematigd) links,SP
25865691,M,Midden,CDA
25855046,F,(Gematigd) links,SP
25844120,F,(Gematigd) links,GroenLinks
25842194,M,(Gematigd) links,PvdA
25842838,M,(Gematigd) links,Blanco / ongeldig
25854111,M,Midden,Wil ik niet zeggen
25868925,F,Midden,CDA
25838506,M,(Gematigd) links,GroenLinks
25836756,M,(Gematigd) links,CDA
25849973,M,(Gematigd) rechts,50 Plus
25857563,M,Midden,Ik zou niet gaan stemmen
25854298,M,Midden,Weet ik (nog) niet
25864872,M,(Gematigd) links,D66
25843249,M,(Gematigd) links,GroenLinks
25838912,M,(Gematigd) links,PvdA
25838691,F,(Gematigd) links,ChristenUnie
25831515,M,(Gematigd) rechts,Weet ik (nog) niet
25828742,F,(Gematigd) links,Weet ik (nog) niet
25855199,M,(Gematigd) links,GroenLinks
25837254,M,(Gematigd) links,PvdA
25851739,M,Midden,CDA
25850965,M,(Gematigd) rechts,Forum voor Democratie
25846450,M,Midden,Forum voor Democratie
25839938,M,Midden,50 Plus
25862557,M,(Gematigd) links,PvdA
25851275,M,Midden,Weet ik (nog) niet
25842422,M,(Gematigd) links,GroenLinks
25853871,M,(Gematigd) rechts,Forum voor Democratie
25832070,M,Midden,SP
25864670,M,(Gematigd) links,Weet ik (nog) niet
25850599,M,Midden,PvdA
25854533,M,(Gematigd) links,D66
25856666,M,(Gematigd) links,PvdA
25837893,M,(Gematigd) rechts,Weet ik (nog) niet
25861507,M,(Gematigd) links,GroenLinks
25833975,F,(Gematigd) rechts,50 Plus
25841490,F,Midden,Weet ik (nog) niet
25843309,M,Midden,VVD
25837313,M,(Gematigd) links,CDA
25866472,M,Midden,CDA
25847850,M,(Gematigd) links,GroenLinks
25828843,F,(Gematigd) links,GroenLinks
25846431,M,Midden,CDA
25838762,F,(Gematigd) rechts,CDA
25833187,M,Midden,CDA
25833818,M,(Gematigd) links,ChristenUnie
25831996,M,(Gematigd) rechts,Forum voor Democratie
25830553,M,(Gematigd) links,Partij voor de Dieren
25844043,M,(Gematigd) links,PvdA
25842519,M,(Gematigd) rechts,VVD
25857930,M,(Gematigd) links,D66
25844033,F,(Gematigd) links,D66
25859859,M,Midden,CDA
25860431,M,(Gematigd) rechts,VVD
25849660,M,Extreemlinks,PvdA
25834115,M,(Gematigd) links,CDA
25865635,M,Midden,50 Plus
25833273,F,(Gematigd) links,D66
25865436,M,(Gematigd) rechts,ChristenUnie
25832303,M,(Gematigd) links,GroenLinks
25865184,F,(Gematigd) rechts,Forum voor Democratie
25838143,M,(Gematigd) links,PvdA
25848858,M,(Gematigd) links,GroenLinks
25866003,F,(Gematigd) links,PvdA
25844888,M,(Gematigd) rechts,CDA
25864815,M,Midden,CDA
25853480,F,Midden,VVD
25833792,F,(Gematigd) links,PvdA
25856497,F,(Gematigd) links,Weet ik (nog) niet
25848386,F,Midden,Wil ik niet zeggen
25848658,M,(Gematigd) links,Weet ik (nog) niet
25864596,M,Midden,PvdA
25834981,M,Midden,CDA
25830876,M,Midden,CDA
25834145,F,(Gematigd) links,Partij voor de Dieren
25830931,M,(Gematigd) rechts,Forum voor Democratie
25854819,M,Midden,Weet ik (nog) niet
25834686,F,(Gematigd) rechts,VVD
25854574,M,(Gematigd) links,Weet ik (nog) niet
25845015,F,Midden,PvdA
25850457,M,(Gematigd) links,ChristenUnie
25830951,M,(Gematigd) links,PvdA
25843633,M,Midden,GroenLinks
25837355,M,Midden,CDA
25847483,M,(Gematigd) links,GroenLinks
25854306,M,Midden,Weet ik (nog) niet
25854238,M,(Gematigd) rechts,Weet ik (nog) niet
25852634,M,Midden,VVD
25836475,M,(Gematigd) links,D66
25866607,F,(Gematigd) links,Weet ik (nog) niet
25853888,M,(Gematigd) rechts,VVD
25865525,F,(Gematigd) rechts,CDA
25846351,F,(Gematigd) links,Weet ik (nog) niet
25867302,M,Midden,D66
25849527,M,Midden,CDA
25861651,M,(Gematigd) links,SP
25840877,M,Midden,ChristenUnie
25843938,M,(Gematigd) links,GroenLinks
25833121,M,(Gematigd) links,GroenLinks
25862141,M,Midden,ChristenUnie
25839475,M,(Gematigd) links,GroenLinks
25831588,F,(Gematigd) links,ChristenUnie
25845481,F,(Gematigd) links,Weet ik (nog) niet
25841684,F,Midden,Weet ik (nog) niet
25829208,F,(Gematigd) links,GroenLinks
25848770,F,(Gematigd) rechts,CDA
25841973,M,(Gematigd) rechts,CDA
25843205,M,Midden,ChristenUnie
25854607,M,(Gematigd) rechts,CDA
25855520,M,(Gematigd) links,Forum voor Democratie
25831763,F,Midden,Partij voor de Dieren
25838284,M,(Gematigd) rechts,Partij voor de Dieren
25850824,M,Midden,CDA
25848440,M,(Gematigd) links,PvdA
25841193,M,Midden,ChristenUnie
25831165,F,Midden,Blanco / ongeldig
25841157,F,Midden,Weet ik (nog) niet
25861457,M,(Gematigd) rechts,Weet ik (nog) niet
25829202,M,(Gematigd) rechts,Forum voor Democratie
25865600,M,(Gematigd) links,Weet ik (nog) niet
25836994,M,(Gematigd) links,PvdA
25865553,M,Midden,D66
25837987,F,(Gematigd) links,GroenLinks
25834886,M,Midden,CDA
25865683,M,(Gematigd) links,GroenLinks
25849624,M,(Gematigd) links,Partij voor de Dieren
25840919,M,(Gematigd) links,50 Plus
25868131,F,Midden,Weet ik (nog) niet
25847979,M,Midden,ChristenUnie
25858761,M,(Gematigd) links,Weet ik (nog) niet
25854496,M,(Gematigd) links,D66
25834054,M,Midden,D66
25865260,M,Midden,Weet ik (nog) niet
25843759,M,Midden,Weet ik (nog) niet
25831170,M,Midden,CDA
25839144,F,(Gematigd) rechts,VVD
25846601,M,(Gematigd) links,PvdA
25861195,M,(Gematigd) links,50 Plus
25843927,M,(Gematigd) links,PvdA
25845809,M,(Gematigd) rechts,VVD
25835240,F,(Gematigd) links,Partij voor de Dieren
25868922,M,(Gematigd) links,PvdA
25850242,F,Midden,Weet ik (nog) niet
25863599,F,Midden,50 Plus
25865783,M,(Gematigd) rechts,PVV
25847005,M,(Gematigd) rechts,Weet ik (nog) niet
25849404,M,(Gematigd) links,D66
25863551,F,(Gematigd) links,GroenLinks
25834992,M,Midden,Weet ik (nog) niet
25868766,M,(Gematigd) links,SP
25867765,M,Midden,CDA
25836707,M,(Gematigd) links,PvdA
25868434,F,(Gematigd) links,GroenLinks
25847079,M,Midden,PvdA
25839201,M,Midden,CDA
25847572,M,(Gematigd) links,Weet ik (nog) niet
